race_id,rating,source,tier_code,n_sources,provenance
H-FL-05,Safe R,fixture_pvi_derived,-3.0,,fixture
H-FL-06,Safe R,fixture_pvi_derived,-3.0,,fixture
H-FL-07,Likely R,fixture_pvi_derived,-2.0,,fixture
H-FL-08,Safe R,fixture_pvi_derived,-3.0,,fixture
H-FL-09,Safe D,fixture_pvi_derived,3.0,,fixture
H-FL-10,Safe D,fixture_pvi_derived,3.0,,fixture
H-FL-11,Safe R,fixture_pvi_derived,-3.0,,fixture
H-FL-12,Safe R,fixture_pvi_derived,-3.0,,fixture
H-FL-13,Likely R,fixture_pvi_derived,-2.0,,fixture
H-FL-14,Likely D,fixture_pvi_derived,2.0,,fixture
H-FL-15,Lean R,fixture_pvi_derived,-1.0,,fixture
H-FL-16,Likely R,fixture_pvi_derived,-2.0,,fixture
H-FL-17,Safe R,fixture_pvi_derived,-3.0,,fixture
H-FL-18,Safe R,fixture_pvi_derived,-3.0,,fixture
H-FL-19,Safe R,fixture_pvi_derived,-3.0,,fixture
H-FL-20,Safe D,fixture_pvi_derived,3.0,,fixture
H-FL-21,Likely R,fixture_pvi_derived,-2.0,,fixture
H-FL-22,Likely D,fixture_pvi_derived,2.0,,fixture
H-FL-23,Likely D,fixture_pvi_derived,2.0,,fixture
H-FL-24,Safe D,fixture_pvi_derived,3.0,,fixture
H-FL-25,Safe D,fixture_pvi_derived,3.0,,fixture
H-FL-26,Likely R,fixture_pvi_derived,-2.0,,fixture
H-FL-27,Toss-up,fixture_pvi_derived,0.0,,fixture
H-FL-28,Lean R,fixture_pvi_derived,-1.0,,fixture
H-GA-01,Safe R,fixture_pvi_derived,-3.0,,fixture
H-GA-02,Lean D,fixture_pvi_derived,1.0,,fixture
H-GA-03,Safe R,fixture_pvi_derived,-3.0,,fixture
H-GA-04,Safe D,fixture_pvi_derived,3.0,,fixture
H-GA-05,Safe D,fixture_pvi_derived,3.0,,fixture
H-GA-06,Safe R,fixture_pvi_derived,-3.0,,fixture
H-GA-07,Safe D,fixture_pvi_derived,3.0,,fixture
H-GA-08,Safe R,fixture_pvi_derived,-3.0,,fixture
H-GA-09,Safe R,fixture_pvi_derived,-3.0,,fixture
H-GA-10,Safe R,fixture_pvi_derived,-3.0,,fixture
H-GA-11,Safe R,fixture_pvi_derived,-3.0,,fixture
H-GA-12,Safe R,fixture_pvi_derived,-3.0,,fixture
H-GA-13,Safe D,fixture_pvi_derived,3.0,,fixture
H-GA-14,Safe R,fixture_pvi_derived,-3.0,,fixture
H-HI-01,Safe D,fixture_pvi_derived,3.0,,fixture
H-HI-02,Safe D,fixture_pvi_derived,3.0,,fixture
H-ID-01,Safe R,fixture_pvi_derived,-3.0,,fixture
H-ID-02,Safe R,fixture_pvi_derived,-3.0,,fixture
H-IL-01,Safe D,fixture_pvi_derived,3.0,,fixture
H-IL-02,Safe D,fixture_pvi_derived,3.0,,fixture
H-IL-03,Safe D,fixture_pvi_derived,3.0,,fixture
H-IL-04,Safe D,fixture_pvi_derived,3.0,,fixture
H-IL-05,Safe D,fixture_pvi_derived,3.0,,fixture
H-IL-06,Lean D,fixture_pvi_derived,1.0,,fixture
H-IL-07,Safe D,fixture_pvi_derived,3.0,,fixture
H-IL-08,Likely D,fixture_pvi_derived,2.0,,fixture
H-IL-09,Safe D,fixture_pvi_derived,3.0,,fixture
H-IL-10,Safe D,fixture_pvi_derived,3.0,,fixture
H-IL-11,Likely D,fixture_pvi_derived,2.0,,fixture
H-IL-12,Safe R,fixture_pvi_derived,-3.0,,fixture
H-IL-13,Lean D,fixture_pvi_derived,1.0,,fixture
H-IL-14,Lean D,fixture_pvi_derived,1.0,,fixture
H-IL-15,Safe R,fixture_pvi_derived,-3.0,,fixture
H-IL-16,Safe R,fixture_pvi_derived,-3.0,,fixture
H-IL-17,Lean D,fixture_pvi_derived,1.0,,fixture
H-IN-01,Lean D,fixture_pvi_derived,1.0,,fixture
H-IN-02,Safe R,fixture_pvi_derived,-3.0,,fixture
H-IN-03,Safe R,fixture_pvi_derived,-3.0,,fixture
H-IN-04,Safe R,fixture_pvi_derived,-3.0,,fixture
H-IN-05,Safe R,fixture_pvi_derived,-3.0,,fixture
H-IN-06,Safe R,fixture_pvi_derived,-3.0,,fixture
H-IN-07,Safe D,fixture_pvi_derived,3.0,,fixture
H-IN-08,Safe R,fixture_pvi_derived,-3.0,,fixture
H-IN-09,Safe R,fixture_pvi_derived,-3.0,,fixture
H-IA-01,Lean R,fixture_pvi_derived,-1.0,,fixture
H-IA-02,Lean R,fixture_pvi_derived,-1.0,,fixture
H-IA-03,Toss-up,fixture_pvi_derived,0.0,,fixture
H-IA-04,Safe R,fixture_pvi_derived,-3.0,,fixture
H-KS-01,Safe R,fixture_pvi_derived,-3.0,,fixture
H-KS-02,Safe R,fixture_pvi_derived,-3.0,,fixture
H-KS-03,Lean R,fixture_pvi_derived,-1.0,,fixture
H-KS-04,Safe R,fixture_pvi_derived,-3.0,,fixture
H-KY-01,Safe R,fixture_pvi_derived,-3.0,,fixture
H-KY-02,Safe R,fixture_pvi_derived,-3.0,,fixture
H-KY-03,Safe D,fixture_pvi_derived,3.0,,fixture
H-KY-04,Safe R,fixture_pvi_derived,-3.0,,fixture
H-KY-05,Safe R,fixture_pvi_derived,-3.0,,fixture
H-KY-06,Likely R,fixture_pvi_derived,-2.0,,fixture
H-LA-01,Safe R,fixture_pvi_derived,-3.0,,fixture
H-LA-02,Safe D,fixture_pvi_derived,3.0,,fixture
H-LA-03,Safe R,fixture_pvi_derived,-3.0,,fixture
H-LA-04,Safe R,fixture_pvi_derived,-3.0,,fixture
H-LA-05,Safe R,fixture_pvi_derived,-3.0,,fixture
H-LA-06,Safe R,fixture_pvi_derived,-3.0,,fixture
H-ME-01,Safe D,fixture_pvi_derived,3.0,,fixture
H-ME-02,Likely R,fixture_pvi_derived,-2.0,,fixture
H-MD-01,Safe R,fixture_pvi_derived,-3.0,,fixture
H-MD-02,Likely D,fixture_pvi_derived,2.0,,fixture
H-MD-03,Likely D,fixture_pvi_derived,2.0,,fixture
H-MD-04,Safe D,fixture_pvi_derived,3.0,,fixture
H-MD-05,Safe D,fixture_pvi_derived,3.0,,fixture
H-MD-06,Toss-up,fixture_pvi_derived,0.0,,fixture
H-MD-07,Safe D,fixture_pvi_derived,3.0,,fixture
H-MD-08,Safe D,fixture_pvi_derived,3.0,,fixture
H-MA-01,Safe D,fixture_pvi_derived,3.0,,fixture
H-MA-02,Safe D,fixture_pvi_derived,3.0,,fixture
H-MA-03,Safe D,fixture_pvi_derived,3.0,,fixture
H-MA-04,Safe D,fixture_pvi_derived,3.0,,fixture
H-MA-05,Safe D,fixture_pvi_derived,3.0,,fixture
H-MA-06,Safe D,fixture_pvi_derived,3.0,,fixture
H-MA-07,Safe D,fixture_pvi_derived,3.0,,fixture
H-MA-08,Safe D,fixture_pvi_derived,3.0,,fixture
H-MA-09,Safe D,fixture_pvi_derived,3.0,,fixture
H-MI-01,Safe R,fixture_pvi_derived,-3.0,,fixture
H-MI-02,Safe R,fixture_pvi_derived,-3.0,,fixture
H-MI-03,Toss-up,fixture_pvi_derived,0.0,,fixture
H-MI-04,Likely R,fixture_pvi_derived,-2.0,,fixture
H-MI-05,Safe R,fixture_pvi_derived,-3.0,,fixture
H-MI-06,Safe D,fixture_pvi_derived,3.0,,fixture
H-MI-07,Lean R,fixture_pvi_derived,-1.0,,fixture
H-MI-08,Toss-up,fixture_pvi_derived,0.0,,fixture
H-MI-09,Safe R,fixture_pvi_derived,-3.0,,fixture
H-MI-10,Lean R,fixture_pvi_derived,-1.0,,fixture
H-MI-11,Likely D,fixture_pvi_derived,2.0,,fixture
H-MI-12,Safe D,fixture_pvi_derived,3.0,,fixture
H-MI-13,Safe D,fixture_pvi_derived,3.0,,fixture
H-MN-01,Likely R,fixture_pvi_derived,-2.0,,fixture
H-MN-02,Toss-up,fixture_pvi_derived,0.0,,fixture
H-MN-03,Likely D,fixture_pvi_derived,2.0,,fixture
H-MN-04,Safe D,fixture_pvi_derived,3.0,,fixture
H-MN-05,Safe D,fixture_pvi_derived,3.0,,fixture
H-MN-06,Safe R,fixture_pvi_derived,-3.0,,fixture
H-MN-07,Safe R,fixture_pvi_derived,-3.0,,fixture
H-MN-08,Likely R,fixture_pvi_derived,-2.0,,fixture
H-MS-01,Safe R,fixture_pvi_derived,-3.0,,fixture
H-MS-02,Safe D,fixture_pvi_derived,3.0,,fixture
H-MS-03,Safe R,fixture_pvi_derived,-3.0,,fixture
H-MS-04,Safe R,fixture_pvi_derived,-3.0,,fixture
H-MO-01,Safe D,fixture_pvi_derived,3.0,,fixture
H-MO-02,Safe R,fixture_pvi_derived,-3.0,,fixture
H-MO-03,Safe R,fixture_pvi_derived,-3.0,,fixture
H-MO-04,Safe R,fixture_pvi_derived,-3.0,,fixture
H-MO-05,Safe D,fixture_pvi_derived,3.0,,fixture
H-MO-06,Safe R,fixture_pvi_derived,-3.0,,fixture
H-MO-07,Safe R,fixture_pvi_derived,-3.0,,fixture
H-MO-08,Safe R,fixture_pvi_derived,-3.0,,fixture
H-MT-01,Likely R,fixture_pvi_derived,-2.0,,fixture
H-MT-02,Safe R,fixture_pvi_derived,-3.0,,fixture
H-NE-01,Safe R,fixture_pvi_derived,-3.0,,fixture
H-NE-02,Toss-up,fixture_pvi_derived,0.0,,fixture
H-NE-03,Safe R,fixture_pvi_derived,-3.0,,fixture
H-NV-01,Lean D,fixture_pvi_derived,1.0,,fixture
H-NV-02,Likely R,fixture_pvi_derived,-2.0,,fixture
H-NV-03,Toss-up,fixture_pvi_derived,0.0,,fixture
H-NV-04,Lean D,fixture_pvi_derived,1.0,,fixture
H-NH-01,Toss-up,fixture_pvi_derived,0.0,,fixture
H-NH-02,Toss-up,fixture_pvi_derived,0.0,,fixture
H-NJ-01,Safe D,fixture_pvi_derived,3.0,,fixture
H-NJ-02,Likely R,fixture_pvi_derived,-2.0,,fixture
H-NJ-03,Likely D,fixture_pvi_derived,2.0,,fixture
H-NJ-04,Safe R,fixture_pvi_derived,-3.0,,fixture
H-NJ-05,Lean D,fixture_pvi_derived,1.0,,fixture
H-NJ-06,Likely D,fixture_pvi_derived,2.0,,fixture
H-NJ-07,Lean R,fixture_pvi_derived,-1.0,,fixture
H-NJ-08,Safe D,fixture_pvi_derived,3.0,,fixture
H-NJ-09,Safe D,fixture_pvi_derived,3.0,,fixture
H-NJ-10,Safe D,fixture_pvi_derived,3.0,,fixture
H-NJ-11,Likely D,fixture_pvi_derived,2.0,,fixture
H-NJ-12,Safe D,fixture_pvi_derived,3.0,,fixture
H-NM-01,Likely D,fixture_pvi_derived,2.0,,fixture
H-NM-02,Lean D,fixture_pvi_derived,1.0,,fixture
H-NM-03,Lean D,fixture_pvi_derived,1.0,,fixture
H-NY-01,Lean R,fixture_pvi_derived,-1.0,,fixture
H-NY-02,Lean R,fixture_pvi_derived,-1.0,,fixture
H-NY-03,Lean D,fixture_pvi_derived,1.0,,fixture
H-NY-04,Likely D,fixture_pvi_derived,2.0,,fixture
H-NY-05,Safe D,fixture_pvi_derived,3.0,,fixture
H-NY-06,Safe D,fixture_pvi_derived,3.0,,fixture
H-NY-07,Safe D,fixture_pvi_derived,3.0,,fixture
H-NY-08,Safe D,fixture_pvi_derived,3.0,,fixture
H-NY-09,Safe D,fixture_pvi_derived,3.0,,fixture
H-NY-10,Safe D,fixture_pvi_derived,3.0,,fixture
H-NY-11,Likely R,fixture_pvi_derived,-2.0,,fixture
H-NY-12,Safe D,fixture_pvi_derived,3.0,,fixture
H-NY-13,Safe D,fixture_pvi_derived,3.0,,fixture
H-NY-14,Safe D,fixture_pvi_derived,3.0,,fixture
H-NY-15,Safe D,fixture_pvi_derived,3.0,,fixture
H-NY-16,Safe D,fixture_pvi_derived,3.0,,fixture
H-NY-17,Lean D,fixture_pvi_derived,1.0,,fixture
H-NY-18,Toss-up,fixture_pvi_derived,0.0,,fixture
H-NY-19,Toss-up,fixture_pvi_derived,0.0,,fixture
H-NY-20,Likely D,fixture_pvi_derived,2.0,,fixture
H-NY-21,Safe R,fixture_pvi_derived,-3.0,,fixture
H-NY-22,Toss-up,fixture_pvi_derived,0.0,,fixture
H-NY-23,Safe R,fixture_pvi_derived,-3.0,,fixture
H-NY-24,Safe R,fixture_pvi_derived,-3.0,,fixture
H-NY-25,Likely D,fixture_pvi_derived,2.0,,fixture
H-NY-26,Safe D,fixture_pvi_derived,3.0,,fixture
H-NC-01,Lean D,fixture_pvi_derived,1.0,,fixture
H-NC-02,Safe D,fixture_pvi_derived,3.0,,fixture
H-NC-03,Safe R,fixture_pvi_derived,-3.0,,fixture
H-NC-04,Safe D,fixture_pvi_derived,3.0,,fixture
H-NC-05,Safe R,fixture_pvi_derived,-3.0,,fixture
H-NC-06,Likely D,fixture_pvi_derived,2.0,,fixture
H-NC-07,Safe R,fixture_pvi_derived,-3.0,,fixture
H-NC-08,Safe R,fixture_pvi_derived,-3.0,,fixture
H-NC-09,Likely R,fixture_pvi_derived,-2.0,,fixture
H-NC-10,Safe R,fixture_pvi_derived,-3.0,,fixture
H-NC-11,Likely R,fixture_pvi_derived,-2.0,,fixture
H-NC-12,Safe D,fixture_pvi_derived,3.0,,fixture
H-NC-13,Toss-up,fixture_pvi_derived,0.0,,fixture
H-NC-14,Likely D,fixture_pvi_derived,2.0,,fixture
H-ND-01,Safe R,fixture_pvi_derived,-3.0,,fixture
H-OH-01,Lean D,fixture_pvi_derived,1.0,,fixture
H-OH-02,Safe R,fixture_pvi_derived,-3.0,,fixture
H-OH-03,Safe D,fixture_pvi_derived,3.0,,fixture
H-OH-04,Safe R,fixture_pvi_derived,-3.0,,fixture
H-OH-05,Safe R,fixture_pvi_derived,-3.0,,fixture
H-OH-06,Safe R,fixture_pvi_derived,-3.0,,fixture
H-OH-07,Likely R,fixture_pvi_derived,-2.0,,fixture
H-OH-08,Safe R,fixture_pvi_derived,-3.0,,fixture
H-OH-09,Lean R,fixture_pvi_derived,-1.0,,fixture
H-OH-10,Likely R,fixture_pvi_derived,-2.0,,fixture
H-OH-11,Safe D,fixture_pvi_derived,3.0,,fixture
H-OH-12,Safe R,fixture_pvi_derived,-3.0,,fixture
H-OH-13,Toss-up,fixture_pvi_derived,0.0,,fixture
H-OH-14,Safe R,fixture_pvi_derived,-3.0,,fixture
H-OH-15,Likely R,fixture_pvi_derived,-2.0,,fixture
H-OK-01,Safe R,fixture_pvi_derived,-3.0,,fixture
H-OK-02,Safe R,fixture_pvi_derived,-3.0,,fixture
H-OK-03,Safe R,fixture_pvi_derived,-3.0,,fixture
H-OK-04,Safe R,fixture_pvi_derived,-3.0,,fixture
H-OK-05,Safe R,fixture_pvi_derived,-3.0,,fixture
H-OR-01,Safe D,fixture_pvi_derived,3.0,,fixture
H-OR-02,Safe R,fixture_pvi_derived,-3.0,,fixture
H-OR-03,Safe D,fixture_pvi_derived,3.0,,fixture
H-OR-04,Likely D,fixture_pvi_derived,2.0,,fixture
H-OR-05,Lean D,fixture_pvi_derived,1.0,,fixture
H-OR-06,Lean D,fixture_pvi_derived,1.0,,fixture
H-PA-01,Toss-up,fixture_pvi_derived,0.0,,fixture
H-PA-02,Safe D,fixture_pvi_derived,3.0,,fixture
H-PA-03,Safe D,fixture_pvi_derived,3.0,,fixture
H-PA-04,Likely D,fixture_pvi_derived,2.0,,fixture
H-PA-05,Safe D,fixture_pvi_derived,3.0,,fixture
H-PA-06,Likely D,fixture_pvi_derived,2.0,,fixture
H-PA-07,Lean R,fixture_pvi_derived,-1.0,,fixture
H-PA-08,Likely R,fixture_pvi_derived,-2.0,,fixture
H-PA-09,Safe R,fixture_pvi_derived,-3.0,,fixture
H-PA-10,Likely R,fixture_pvi_derived,-2.0,,fixture
H-PA-11,Safe R,fixture_pvi_derived,-3.0,,fixture
H-PA-12,Safe D,fixture_pvi_derived,3.0,,fixture
H-PA-13,Safe R,fixture_pvi_derived,-3.0,,fixture
H-PA-14,Safe R,fixture_pvi_derived,-3.0,,fixture
H-PA-15,Safe R,fixture_pvi_derived,-3.0,,fixture
H-PA-16,Safe R,fixture_pvi_derived,-3.0,,fixture
H-PA-17,Toss-up,fixture_pvi_derived,0.0,,fixture
H-RI-01,Safe D,fixture_pvi_derived,3.0,,fixture
H-RI-02,Safe D,fixture_pvi_derived,3.0,,fixture
H-SC-01,Safe R,fixture_pvi_derived,-3.0,,fixture
H-SC-02,Safe R,fixture_pvi_derived,-3.0,,fixture
H-SC-03,Safe R,fixture_pvi_derived,-3.0,,fixture
H-SC-04,Safe R,fixture_pvi_derived,-3.0,,fixture
H-SC-05,Safe R,fixture_pvi_derived,-3.0,,fixture
H-SC-06,Safe D,fixture_pvi_derived,3.0,,fixture
H-SC-07,Safe R,fixture_pvi_derived,-3.0,,fixture
H-SD-01,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TN-01,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TN-02,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TN-03,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TN-04,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TN-05,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TN-06,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TN-07,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TN-08,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TN-09,Safe D,fixture_pvi_derived,3.0,,fixture
H-TX-01,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-02,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-03,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-04,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-05,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-06,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-07,Safe D,fixture_pvi_derived,3.0,,fixture
H-TX-08,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-09,Safe D,fixture_pvi_derived,3.0,,fixture
H-TX-10,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-11,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-12,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-13,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-14,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-15,Toss-up,fixture_pvi_derived,0.0,,fixture
H-TX-16,Safe D,fixture_pvi_derived,3.0,,fixture
H-TX-17,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-18,Safe D,fixture_pvi_derived,3.0,,fixture
H-TX-19,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-20,Safe D,fixture_pvi_derived,3.0,,fixture
H-TX-21,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-22,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-23,Likely R,fixture_pvi_derived,-2.0,,fixture
H-TX-24,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-25,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-26,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-27,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-28,Lean D,fixture_pvi_derived,1.0,,fixture
H-TX-29,Safe D,fixture_pvi_derived,3.0,,fixture
H-TX-30,Safe D,fixture_pvi_derived,3.0,,fixture
H-TX-31,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-32,Safe D,fixture_pvi_derived,3.0,,fixture
H-TX-33,Safe D,fixture_pvi_derived,3.0,,fixture
H-TX-34,Safe D,fixture_pvi_derived,3.0,,fixture
H-TX-35,Safe D,fixture_pvi_derived,3.0,,fixture
H-TX-36,Safe R,fixture_pvi_derived,-3.0,,fixture
H-TX-37,Safe D,fixture_pvi_derived,3.0,,fixture
H-TX-38,Safe R,fixture_pvi_derived,-3.0,,fixture
H-UT-01,Safe R,fixture_pvi_derived,-3.0,,fixture
H-UT-02,Safe R,fixture_pvi_derived,-3.0,,fixture
H-UT-03,Safe R,fixture_pvi_derived,-3.0,,fixture
H-UT-04,Safe R,fixture_pvi_derived,-3.0,,fixture
H-VT-01,Safe D,fixture_pvi_derived,3.0,,fixture
H-VA-01,Likely R,fixture_pvi_derived,-2.0,,fixture
H-VA-02,Lean R,fixture_pvi_derived,-1.0,,fixture
H-VA-03,Safe D,fixture_pvi_derived,3.0,,fixture
H-VA-04,Safe D,fixture_pvi_derived,3.0,,fixture
H-VA-05,Likely R,fixture_pvi_derived,-2.0,,fixture
H-VA-06,Safe R,fixture_pvi_derived,-3.0,,fixture
H-VA-07,Toss-up,fixture_pvi_derived,0.0,,fixture
H-VA-08,Safe D,fixture_pvi_derived,3.0,,fixture
H-VA-09,Safe R,fixture_pvi_derived,-3.0,,fixture
H-VA-10,Lean D,fixture_pvi_derived,1.0,,fixture
H-VA-11,Safe D,fixture_pvi_derived,3.0,,fixture
H-WA-01,Safe D,fixture_pvi_derived,3.0,,fixture
H-WA-02,Safe D,fixture_pvi_derived,3.0,,fixture
H-WA-03,Likely R,fixture_pvi_derived,-2.0,,fixture
H-WA-04,Safe R,fixture_pvi_derived,-3.0,,fixture
H-WA-05,Safe R,fixture_pvi_derived,-3.0,,fixture
H-WA-06,Likely D,fixture_pvi_derived,2.0,,fixture
H-WA-07,Safe D,fixture_pvi_derived,3.0,,fixture
H-WA-08,Toss-up,fixture_pvi_derived,0.0,,fixture
H-WA-09,Safe D,fixture_pvi_derived,3.0,,fixture
H-WA-10,Likely D,fixture_pvi_derived,2.0,,fixture
H-WV-01,Safe R,fixture_pvi_derived,-3.0,,fixture
H-WV-02,Safe R,fixture_pvi_derived,-3.0,,fixture
H-WI-01,Lean R,fixture_pvi_derived,-1.0,,fixture
H-WI-02,Safe D,fixture_pvi_derived,3.0,,fixture
